Name,About
Spiral Knights,"Join the ranks of the Spiral Knights. Stranded on an alien world, you must explore the ever-changing Clockworks beneath its surface."
Pineapple on pizza,Can a video game convey a flavor?
Strinova,Strinova is an anime-style third-person tactical competitive shooter. Switch freely between three-dimensional and two-dimensional forms in this one-of-a-kind game that offers a unique tactical shooting system for an unparalleled experience.
Enlisted,"In Enlisted, you are not only commanding a single soldier, but an entire squad! This MMO squad based shooter recreates the key battles of the bloodiest war of the 20th century, with hundreds of soldiers, tanks and aircraft taking part in each battle."
Aperture Desk Job,"Introducing Aperture Desk Job — a free playable short made for the Steam Deck, set in the universe of the modestly popular Portal games."
Omega Strikers,"Join the footbrawl! Smash opponents off the arena and score goals in this lightning-fast 3v3 free-to-play game. Squad up with friends and choose from a growing cast of colorful Strikers to sling slimes, toss tofu, and rocket boost to victory."
The Murder of Sonic the Hedgehog,Sonic the Hedgehog...was murdered!? Get to the bottom of the mystery in this brand-new adventure!
RaceRoom Racing Experience,"RaceRoom is the premier free-to-play racing simulation on PC and home to official race series like DTM, WTCR, the WTCC and ADAC GT Masters. Enter RaceRoom and enter the world of a professional race car driver."
Cell to Singularity - Evolution Never Ends,"The epic story of evolution, technology, humanity, and dinosaurs is yours to tap."
The Plan,"A fly ascends to the skies, pondering the pointlessness of its brief existence."
Alien Swarm: Reactive Drop,Co-operative top-down shooter game available for free. An epic bug hunt featuring a unique blend of co-op play and squad-level tactics.
Ironsight,"Online FPS game, near future background, Resource Warfare between Military Forces and PMC. More than 50 kinds of original weapons with customization option. Use Peripheral objects, Tactical drones, Active objects to experience dynamic warfare."
Kingdom: Classic,"Kingdom is a 2D sidescrolling strategy/resource management hybrid with a minimalist feel wrapped in a beautiful, modern pixel art aesthetic."
Dungeon Defenders II,"Dungeon Defenders II is a cooperative Action Tower Defense game packed with roleplaying elements like loot, leveling, and pets."
War Selection,"War Selection is a compelling RTS game featuring base building, resource extraction and warfare. Evolve from a stone age tribe to a distinct industrial nation with unique game mechanics and battle for supremacy with dozens of players on a unique procedurally generated map."
Just Cause 4 Reloaded,"Rogue agent Rico Rodriguez journeys to Solis, a huge South American world home of conflict, oppression and extreme weather conditions. Strap into your wingsuit, equip your fully customizable grappling hook, and get ready to bring the thunder!"
Battle Teams 2,Battle Teams 2 is a fast-paced multiplayer tactical shooter with Asian aesthetics. PvP offers action-packed game modes set in a rigorously balanced competitive gameplay environment. Cooperative PvE gameplay throws you and your friends into wave after wave of merciless adversaries.
Dark Deception,"Death awaits you in Dark Deception, a story-driven first-person horror maze game. There's nowhere to hide &amp; nowhere to catch your breath. Run or die - it's your choice. Trapped in a realm of nightmarish mazes with a mysterious woman, your only hope of survival is to find a way to escape."
The Lord of the Rings Online™,Join the world’s greatest fellowship of players in the award-winning online re-creation of J. R. R. Tolkien’s legendary Middle-earth.
Guild Wars 2,"Guild Wars 2 is an award-winning online roleplaying game with fast-paced action combat, deep character customization, and no subscription fee required. Choose from an arsenal of professions and weapons, explore a vast open world, compete in PVP modes and more. Join over 16 million players now!"
Life is Strange 2,"After a tragic incident, brothers Sean and Daniel Diaz run away from home. Fearing the police, and dealing with Daniel's new telekinetic power, the boys head to Mexico. Each stop on their journey brings new friends and new challenges."
Indigo Park: Chapter 1,"Explore the abandoned childhood wonder of Indigo Park! Guided by Rambley the Raccoon, help restore power to the destroyed amusement park while you run from the reason it shut down."
Tree of Savior (English Ver.),Tree of Savior(abbreviated as TOS thereafter) is an MMORPG in which you embark on a journey to search for the goddesses in the world of chaos. Fairy-tale like colors accompanied with beautiful graphics in TOS will have you reminiscing about precious moments all throughout the game.
Caliber,Caliber is a team-based online shooter focused on special forces units from all over the world. More than 70 operators with unique abilities and weapons as well as various game modes and maps are waiting for you.
IdleOn - The Idle RPG,"Create different classes who all work together when you're gone! When you return, spend their loot on powerful upgrades and synergies - but don't be fooled by the simple graphics, IdleOn gets more complex with each World Boss you defeat!"
Sonic Generations Collection,Celebrate 20 years of Sonic in an all new adventure that delivers a definitive experience to Sonic fans new and old!
Star Trek Online,"In Star Trek Online, the Star Trek universe appears for the first time on a truly massive scale. Players take the captain's chair as they command their own starship and crew. Explore strange new worlds, seek out new life and new civilizations, and boldly go where no one has gone before."
Bro Falls,"Bro Falls is an asymmetric massively multiplayer party game with chaotic elements, trap activations and big Falls. Up-to 60 online players in a showdown party and only one who can get the victory. Play as Brokkoli to activate the traps or avoid them as a juicy food and win the rounds."
MOBILE SUIT GUNDAM BATTLE OPERATION 2,"This is a free-to-play team battle action game based on the 'Mobile Suit Gundam' series of the Universal Century. Whether by land or by space, lay waste to your foes using either your favorite Mobile Suit or roam the battlefield as infantry and capture important objectives."
UNDECEMBER,UNDECEMBER is a Hack &amp; Slash Action RPG in which players are able to surpass the conventional limits of skills by endlessly combining variety of Skill and Link Runes. Become a Rune Hunter and experience the joy of farming and growth!
Football Manager 2023,"Build your dream squad, outsmart your rivals and experience the thrill of big European nights in the UEFA Champions League. Your journey towards footballing glory awaits."
Spectre Divide,"Spectre Divide is the genre-evolving, free-to-play 3v3 tactical shooter driven by Duality. Use Duality to control two bodies in real-time, letting you defend two sites at once, cover your own cross, or even trade yourself. Master tactical gunplay and an arsenal of future tech to achieve infamy."
